:-),0.5
:),0.5
:o),0.5
:],0.5
:3,0.5
:c),0.5
:>,0.5
=],0.5
8),0.5
=),0.5
:},0.5
:^),0.5
:っ),0.5
:-D,0.5
:D,0.5
8-D,0.5
8D,0.5
x-D,0.5
xD,0.5
X-D,0.5
XD,0.5
=-D,0.5
=D,0.5
=-3,0.5
=3,0.5
:-)),1
>:[,-0.5
:-(,-0.5
:(,-0.5
:-c,-0.5
:c,-0.5
:-<,-0.5
:っC,-0.5
:<,-0.5
:-[,-0.5
:[,-0.5
:{,-0.5
;(,-0.5
:-||,-1
:@,-1
>:(,-1
:'-(,-1
:'(,-1
:'-),1
:'),1
D:<,-0.5
D:,-0.5
D8,-0.5
D;,-0.5
D=,-0.5
DX,-0.5
v.v,-0.5
D-':,-0.5
:-###..,-0.5
:###..,-0.5
<3,0.5
</3,-0.5
